episode,reward,R100
641,268.0,278.18
642,259.0,279.38
643,385.0,282.08
644,300.0,283.5
645,225.0,283.74
646,243.0,284.98
647,341.0,286.55
648,245.0,287.96
649,360.0,290.0
650,182.0,289.79
651,263.0,291.65
652,500.0,295.08
653,500.0,298.91
654,500.0,301.77
655,245.0,299.22
656,500.0,301.7
657,500.0,304.18
658,391.0,303.09
659,425.0,304.21
660,345.0,302.66
661,429.0,304.17
662,500.0,304.17
663,500.0,304.86
664,284.0,303.79
665,500.0,305.61
666,500.0,306.91
667,500.0,309.03
668,500.0,312.01
669,500.0,313.58
670,359.0,315.26
671,240.0,315.28
672,493.0,317.84
673,500.0,320.82
674,472.0,323.23
675,500.0,326.19
676,500.0,327.96
677,311.0,328.62
678,500.0,328.62
679,500.0,331.13
680,500.0,334.36
681,500.0,334.36
682,492.0,335.84
683,500.0,338.56
684,500.0,340.46
685,500.0,343.05
686,439.0,345.33
687,500.0,348.42
688,500.0,351.4
689,300.0,352.48
690,500.0,354.12
691,392.0,356.05
692,500.0,358.76
693,500.0,360.75
694,290.0,360.64
695,382.0,362.33
696,500.0,364.9
697,500.0,367.31
698,392.0,367.65
699,500.0,369.94
700,500.0,371.87
701,500.0,375.27
702,500.0,377.52
703,500.0,378.22
704,500.0,381.28
705,500.0,384.58
706,436.0,385.19
707,500.0,387.51
708,500.0,390.33
709,500.0,391.92
710,500.0,393.86
711,500.0,397.33
712,500.0,397.97
713,500.0,399.87
714,500.0,401.2
715,500.0,403.73
716,500.0,406.07
717,500.0,408.48
718,500.0,411.6
719,500.0,413.02
720,352.0,414.04
721,500.0,416.95
722,500.0,417.93
723,500.0,420.52
724,500.0,423.06
725,500.0,424.87
726,500.0,426.04
727,500.0,426.04
728,500.0,429.26
729,500.0,431.41
730,500.0,434.53
731,500.0,436.82
732,500.0,439.67
733,500.0,439.67
734,500.0,440.67
735,500.0,443.09
736,500.0,444.28
737,500.0,446.72
738,500.0,447.43
739,465.0,449.66
740,500.0,450.05
741,500.0,452.37
742,500.0,454.78
743,500.0,455.93
744,500.0,457.93
745,500.0,460.68
746,500.0,463.25
747,500.0,464.84
748,500.0,467.39
749,462.0,468.41
750,500.0,471.59
751,500.0,473.96
752,500.0,473.96
753,500.0,473.96
754,500.0,473.96
755,377.0,475.28
