episode,reward,R100
962,200.0,186.63
963,184.0,186.67
964,214.0,186.91
965,185.0,186.9
966,193.0,187.02
967,213.0,187.36
968,186.0,187.4
969,191.0,187.46
970,196.0,187.54
971,189.0,187.57
972,192.0,187.74
973,189.0,187.82
974,197.0,187.99
975,182.0,187.94
976,179.0,187.83
977,193.0,187.99
978,183.0,187.87
979,184.0,187.83
980,194.0,187.93
981,184.0,187.77
982,185.0,187.81
983,180.0,187.75
984,180.0,187.74
985,186.0,187.71
986,192.0,187.8
987,186.0,187.83
988,211.0,188.05
989,183.0,188.09
990,193.0,188.1
991,207.0,188.3
992,197.0,188.53
993,208.0,188.89
994,182.0,188.88
995,190.0,189.02
996,197.0,189.18
997,185.0,189.22
998,191.0,189.31
999,180.0,189.38
1000,196.0,189.64
1001,203.0,189.78
1002,197.0,190.03
1003,191.0,190.21
1004,191.0,190.12
1005,194.0,190.12
1006,187.0,190.13
1007,205.0,190.25
1008,185.0,190.34
1009,191.0,190.52
1010,186.0,190.41
1011,200.0,190.57
1012,207.0,190.82
1013,201.0,190.9
1014,216.0,191.22
1015,208.0,191.53
1016,194.0,191.51
1017,188.0,191.46
1018,173.0,191.25
1019,177.0,191.07
1020,201.0,191.17
1021,195.0,191.15
1022,188.0,191.2
1023,182.0,191.08
1024,185.0,190.96
1025,212.0,191.1
1026,183.0,191.25
1027,206.0,191.33
1028,188.0,191.3
1029,206.0,191.51
1030,206.0,191.74
1031,177.0,191.55
1032,194.0,191.44
1033,177.0,191.35
1034,204.0,191.59
1035,179.0,191.57
1036,202.0,191.64
1037,192.0,191.67
1038,180.0,191.57
1039,202.0,191.83
1040,179.0,191.55
1041,177.0,191.34
1042,186.0,191.35
1043,201.0,191.52
1044,177.0,191.3
1045,183.0,191.23
1046,189.0,191.23
1047,187.0,191.37
1048,204.0,191.43
1049,190.0,191.4
1050,214.0,191.63
1051,201.0,191.81
1052,180.0,191.75
1053,198.0,191.79
1054,217.0,191.98
1055,199.0,192.16
1056,196.0,192.05
1057,202.0,192.22
1058,188.0,192.33
1059,187.0,192.36
1060,195.0,192.58
1061,201.0,192.61
1062,203.0,192.64
1063,190.0,192.7
1064,202.0,192.58
1065,202.0,192.75
1066,201.0,192.83
1067,190.0,192.6
1068,220.0,192.94
1069,201.0,193.04
1070,199.0,193.07
1071,194.0,193.12
1072,205.0,193.25
1073,208.0,193.44
1074,196.0,193.43
1075,193.0,193.54
1076,189.0,193.64
1077,199.0,193.7
1078,210.0,193.97
1079,200.0,194.13
1080,203.0,194.22
1081,198.0,194.36
1082,218.0,194.69
1083,204.0,194.93
1084,194.0,195.07
1085,226.0,195.47
1086,211.0,195.66
1087,195.0,195.75
1088,227.0,195.91
1089,217.0,196.25
1090,224.0,196.56
1091,206.0,196.55
1092,225.0,196.83
1093,192.0,196.67
1094,203.0,196.88
1095,214.0,197.12
1096,218.0,197.33
1097,197.0,197.45
1098,227.0,197.81
1099,198.0,197.99
1100,201.0,198.04
1101,208.0,198.09
1102,204.0,198.16
1103,194.0,198.19
1104,203.0,198.31
1105,213.0,198.5
1106,188.0,198.51
1107,202.0,198.48
1108,186.0,198.49
1109,180.0,198.38
1110,202.0,198.54
1111,188.0,198.42
1112,211.0,198.46
1113,222.0,198.67
1114,237.0,198.88
1115,208.0,198.88
1116,225.0,199.19
1117,204.0,199.35
1118,202.0,199.64
1119,218.0,200.05
1120,169.0,199.73
1121,207.0,199.85
1122,206.0,200.03
1123,210.0,200.31
1124,211.0,200.57
1125,197.0,200.42
1126,194.0,200.53
1127,192.0,200.39
1128,215.0,200.66
1129,198.0,200.58
1130,183.0,200.35
1131,226.0,200.84
1132,211.0,201.01
1133,195.0,201.19
1134,222.0,201.37
1135,207.0,201.65
1136,201.0,201.64
1137,209.0,201.81
1138,198.0,201.99
1139,215.0,202.12
1140,200.0,202.33
1141,192.0,202.48
1142,191.0,202.53
1143,196.0,202.48
1144,208.0,202.79
1145,213.0,203.09
1146,204.0,203.24
1147,208.0,203.45
1148,192.0,203.33
1149,197.0,203.4
1150,200.0,203.26
1151,182.0,203.07
1152,210.0,203.37
1153,201.0,203.4
1154,176.0,202.99
1155,227.0,203.27
1156,207.0,203.38
1157,216.0,203.52
1158,206.0,203.7
1159,204.0,203.87
1160,212.0,204.04
1161,209.0,204.12
1162,204.0,204.13
1163,186.0,204.09
1164,230.0,204.37
1165,240.0,204.75
1166,208.0,204.82
1167,240.0,205.32
1168,226.0,205.38
1169,254.0,205.91
1170,243.0,206.35
1171,244.0,206.85
1172,232.0,207.12
1173,249.0,207.53
1174,215.0,207.72
1175,250.0,208.29
1176,246.0,208.86
1177,263.0,209.5
1178,224.0,209.64
1179,278.0,210.42
1180,198.0,210.37
1181,222.0,210.61
1182,204.0,210.47
1183,221.0,210.64
1184,227.0,210.97
1185,264.0,211.35
1186,237.0,211.61
1187,225.0,211.91
1188,246.0,212.1
1189,292.0,212.85
1190,277.0,213.38
1191,245.0,213.77
1192,269.0,214.21
1193,250.0,214.79
1194,288.0,215.64
1195,244.0,215.94
1196,299.0,216.75
1197,474.0,219.52
1198,500.0,222.25
1199,288.0,223.15
1200,412.0,225.26
1201,357.0,226.75
1202,350.0,228.21
1203,324.0,229.51
1204,277.0,230.25
1205,379.0,231.91
1206,399.0,234.02
1207,262.0,234.62
1208,284.0,235.6
1209,272.0,236.52
1210,339.0,237.89
1211,330.0,239.31
1212,335.0,240.55
1213,264.0,240.97
1214,268.0,241.28
1215,278.0,241.98
1216,234.0,242.07
1217,320.0,243.23
1218,259.0,243.8
1219,243.0,244.05
1220,294.0,245.3
1221,239.0,245.62
1222,278.0,246.34
1223,301.0,247.25
1224,284.0,247.98
1225,343.0,249.44
1226,500.0,252.5
1227,401.0,254.59
1228,500.0,257.44
1229,479.0,260.25
1230,256.0,260.98
1231,500.0,263.72
1232,357.0,265.18
1233,500.0,268.23
1234,500.0,271.01
1235,500.0,273.94
1236,500.0,276.93
1237,435.0,279.19
1238,500.0,282.21
1239,265.0,282.71
1240,263.0,283.34
1241,278.0,284.2
1242,229.0,284.58
1243,283.0,285.45
1244,342.0,286.79
1245,314.0,287.8
1246,288.0,288.64
1247,500.0,291.56
1248,282.0,292.46
1249,500.0,295.49
1250,500.0,298.49
1251,500.0,301.67
1252,500.0,304.57
1253,485.0,307.41
1254,500.0,310.65
1255,500.0,313.38
1256,500.0,316.31
1257,500.0,319.15
1258,364.0,320.73
1259,474.0,323.43
1260,475.0,326.06
1261,341.0,327.38
1262,500.0,330.34
1263,500.0,333.48
1264,316.0,334.34
1265,500.0,336.94
1266,500.0,339.86
1267,500.0,342.46
1268,500.0,345.2
1269,288.0,345.54
1270,500.0,348.11
1271,500.0,350.67
1272,500.0,353.35
1273,500.0,355.86
1274,500.0,358.71
1275,500.0,361.21
1276,455.0,363.3
1277,500.0,365.67
1278,500.0,368.43
1279,500.0,370.65
1280,500.0,373.67
1281,439.0,375.84
1282,386.0,377.66
1283,500.0,380.45
1284,500.0,383.18
1285,500.0,385.54
1286,500.0,388.17
1287,500.0,390.92
1288,500.0,393.46
1289,500.0,395.54
1290,500.0,397.77
1291,500.0,400.32
1292,500.0,402.63
1293,500.0,405.13
1294,500.0,407.25
1295,500.0,409.81
1296,500.0,411.82
1297,500.0,412.08
1298,500.0,412.08
1299,500.0,414.2
1300,500.0,415.08
1301,500.0,416.51
1302,500.0,418.01
1303,262.0,417.39
1304,500.0,419.62
1305,293.0,418.76
1306,500.0,419.77
1307,500.0,422.15
1308,500.0,424.31
1309,500.0,426.59
1310,500.0,428.2
1311,500.0,429.9
1312,500.0,431.55
1313,500.0,433.91
1314,500.0,436.23
1315,500.0,438.45
1316,500.0,441.11
1317,500.0,442.91
1318,500.0,445.32
1319,500.0,447.89
1320,500.0,449.95
1321,500.0,452.56
1322,500.0,454.78
1323,500.0,456.77
1324,500.0,458.93
1325,500.0,460.5
1326,500.0,460.5
1327,391.0,460.4
1328,500.0,460.4
1329,211.0,457.72
1330,259.0,457.75
